day,stage,bib,rank,time,bonus,penalty,start_location,start_country_code,start_country_name,start_region,finish_location,finish_country_code,finish_country_name,finish_region,length,type,rider,team,dob,rider_country_code,rider_country_name,rider_region,team_country_code,team_country_name,team_region
2025-07-24,19,13,76,11371,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Tiesj Benoot,TEAM VISMA | LEASE A BIKE,1994-03-11,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,51,77,11371,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Santiago Buitrago,BAHRAIN VICTORIOUS,1999-09-26,COL,Colombia,South America,BRN,Bahrain,Asia
2025-07-24,19,182,78,11371,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Mathieu Burgaudeau,TOTALENERGIES,1998-11-17,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,67,79,11371,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Connor Swift,INEOS GRENADIERS,1995-10-30,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-24,19,201,80,11371,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Michael Woods,ISRAEL - PREMIER TECH,1986-10-12,CAN,Canada,North America,ISR,Israel,Asia
2025-07-24,19,84,81,11384,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Quinn Simmons,LIDL-TREK,2001-05-08,USA,United States of America,North America,USA,United States of America,North America
2025-07-24,19,75,82,11384,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Laurence Pithie,RED BULL - BORA - HANSGROHE,2002-07-17,NZL,New Zealand,Oceania,GER,Germany,Europe
2025-07-24,19,87,83,11390,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Jasper Stuyven,LIDL-TREK,1992-04-17,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-24,19,103,84,11390,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Kaden Groves,ALPECIN-DECEUNINCK,1998-12-23,AUS,Australia,Oceania,BEL,Belgium,Europe
2025-07-24,19,164,85,11428,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Ion Izagirre,COFIDIS,1989-02-04,ESP,Spain,Europe,FRA,France,Europe
2025-07-24,19,46,86,11514,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Jonas Rutsch,INTERMARCHÉ - WANTY,1998-01-24,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-24,19,177,87,11556,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Mike Teunissen,XDS ASTANA TEAM,1992-08-25,NED,"Netherlands, Kingdom of the",Europe,KAZ,Kazakhstan,Asia
2025-07-24,19,168,88,11610,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Damien Touze,COFIDIS,1996-07-07,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,97,89,11610,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Paul Penhoet,GROUPAMA-FDJ,2001-12-28,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,98,90,11631,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Clément Russo,GROUPAMA-FDJ,1995-01-20,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,33,91,11633,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Kasper Asgreen,EF EDUCATION - EASYPOST,1995-02-08,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-24,19,118,92,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Matteo Trentin,TUDOR PRO CYCLING TEAM,1989-08-02,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-24,19,32,93,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Vincenzo Albanese,EF EDUCATION - EASYPOST,1996-11-12,ITA,Italy,Europe,USA,United States of America,North America
2025-07-24,19,218,94,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Brent Van Moer,LOTTO,1998-01-12,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-24,19,128,95,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Mauro Schmid,TEAM JAYCO ALULA,1999-12-04,SUI,Switzerland,Europe,AUS,Australia,Oceania
2025-07-24,19,23,96,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Pascal Eenkhoorn,SOUDAL QUICK-STEP,1997-02-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-24,19,76,97,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Mick Van Dijke,RED BULL - BORA - HANSGROHE,2000-03-15,NED,"Netherlands, Kingdom of the",Europe,GER,Germany,Europe
2025-07-24,19,102,98,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Silvan Dillier,ALPECIN-DECEUNINCK,1990-08-03,SUI,Switzerland,Europe,BEL,Belgium,Europe
2025-07-24,19,145,99,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Ivan Garcia Cortina,MOVISTAR TEAM,1995-11-20,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-24,19,26,100,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Maximilian Schachmann,SOUDAL QUICK-STEP,1994-01-09,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-24,19,58,101,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Fred Wright,BAHRAIN VICTORIOUS,1999-06-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,BRN,Bahrain,Asia
2025-07-24,19,193,102,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Pavel Bittner,TEAM PICNIC POSTNL,2002-10-29,CZE,Czechia,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,196,103,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Niklas Märkl,TEAM PICNIC POSTNL,1999-03-03,GER,Germany,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,202,104,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Pascal Ackermann,ISRAEL - PREMIER TECH,1994-01-17,GER,Germany,Europe,ISR,Israel,Asia
2025-07-24,19,174,105,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Clément Champoussin,XDS ASTANA TEAM,1998-05-29,FRA,France,Europe,KAZ,Kazakhstan,Asia
2025-07-24,19,42,106,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Louis Barre,INTERMARCHÉ - WANTY,2000-04-06,FRA,France,Europe,BEL,Belgium,Europe
2025-07-24,19,147,107,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Ivan Romeo Abad,MOVISTAR TEAM,2003-08-16,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-24,19,143,108,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Pablo Castrillo Zapater,MOVISTAR TEAM,2001-01-02,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-24,19,194,109,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Sean Flynn,TEAM PICNIC POSTNL,2000-03-02,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,68,110,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Samuel Watson,INEOS GRENADIERS,2001-09-24,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-24,19,195,111,11684,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Tobias Lund Andresen,TEAM PICNIC POSTNL,2002-02-08,DEN,Denmark,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,205,112,11725,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Matis Louvel,ISRAEL - PREMIER TECH,1999-07-19,FRA,France,Europe,ISR,Israel,Asia
2025-07-24,19,187,113,11725,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Anthony Turgis,TOTALENERGIES,1994-05-16,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,167,114,11729,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Benjamin Thomas,COFIDIS,1995-09-12,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,57,115,11730,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Robert Stannard,BAHRAIN VICTORIOUS,1998-09-16,AUS,Australia,Oceania,BRN,Bahrain,Asia
2025-07-24,19,132,116,11730,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Amaury Capiot,ARKEA-B&B HOTELS,1993-06-25,BEL,Belgium,Europe,FRA,France,Europe
2025-07-24,19,116,117,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Marius Mayrhofer,TUDOR PRO CYCLING TEAM,2000-09-18,GER,Germany,Europe,SUI,Switzerland,Europe
2025-07-24,19,81,118,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Jonathan Milan,LIDL-TREK,2000-10-01,ITA,Italy,Europe,USA,United States of America,North America
2025-07-24,19,12,119,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Edoardo Affini,TEAM VISMA | LEASE A BIKE,1996-06-24,ITA,Italy,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,207,120,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Krists Neilands,ISRAEL - PREMIER TECH,1994-08-18,LAT,Latvia,Europe,ISR,Israel,Asia
2025-07-24,19,134,121,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Arnaud Demare,ARKEA-B&B HOTELS,1991-08-26,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,175,122,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Yevgeniy Fedorov,XDS ASTANA TEAM,2000-02-16,KAZ,Kazakhstan,Asia,KAZ,Kazakhstan,Asia
2025-07-24,19,206,123,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Alexey Lutsenko,ISRAEL - PREMIER TECH,1992-09-07,KAZ,Kazakhstan,Asia,ISR,Israel,Asia
2025-07-24,19,203,124,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Joseph Blackmore,ISRAEL - PREMIER TECH,2003-02-23,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-24,19,17,125,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Wout Van Aert,TEAM VISMA | LEASE A BIKE,1994-09-15,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,45,126,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Laurenz Rex,INTERMARCHÉ - WANTY,1999-12-15,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-24,19,225,127,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Markus Hoelgaard,UNO-X MOBILITY,1994-10-04,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-24,19,43,128,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Vito Braet,INTERMARCHÉ - WANTY,2000-11-02,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-24,19,162,129,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Alex Aranburu,COFIDIS,1995-09-19,ESP,Spain,Europe,FRA,France,Europe
2025-07-24,19,52,130,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Phil Bauhaus,BAHRAIN VICTORIOUS,1994-07-08,GER,Germany,Europe,BRN,Bahrain,Asia
2025-07-24,19,112,131,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Alberto Dainese,TUDOR PRO CYCLING TEAM,1998-03-25,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-24,19,125,132,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Luka Mezgec,TEAM JAYCO ALULA,1988-06-27,SLO,Slovenia,Europe,AUS,Australia,Oceania
2025-07-24,19,123,133,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Luke Durbridge,TEAM JAYCO ALULA,1991-04-09,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-24,19,47,134,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Roel Van Sintmaartensdijk,INTERMARCHÉ - WANTY,2001-05-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-24,19,92,135,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Lewis Askey,GROUPAMA-FDJ,2001-05-04,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,FRA,France,Europe
2025-07-24,19,216,136,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Eduardo Sepulveda,LOTTO,1991-06-13,ARG,Argentina,South America,BEL,Belgium,Europe
2025-07-24,19,224,137,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Stian Edvardsen-Fredheim,UNO-X MOBILITY,2003-03-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-24,19,83,138,11738,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Thibau Nys,LIDL-TREK,2002-11-12,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-24,19,172,139,11749,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Davide Ballerini,XDS ASTANA TEAM,1994-09-21,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-24,19,215,140,11749,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Sébastien Grignard,LOTTO,1999-04-29,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-24,19,27,141,11753,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Bert Van Lerberghe,SOUDAL QUICK-STEP,1992-09-29,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-24,19,74,142,11753,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Gianni Moscon,RED BULL - BORA - HANSGROHE,1994-04-20,ITA,Italy,Europe,GER,Germany,Europe
2025-07-24,19,204,143,11755,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Guillaume Boivin,ISRAEL - PREMIER TECH,1989-05-25,CAN,Canada,North America,ISR,Israel,Asia
2025-07-24,19,208,144,11755,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Jake Stewart,ISRAEL - PREMIER TECH,1999-10-02,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-24,19,115,145,11755,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Fabian Lienhard,TUDOR PRO CYCLING TEAM,1993-09-03,SUI,Switzerland,Europe,SUI,Switzerland,Europe
2025-07-24,19,214,146,11755,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Jarrad Drizners,LOTTO,1999-05-31,AUS,Australia,Oceania,BEL,Belgium,Europe
2025-07-24,19,165,147,11758,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Alexis Renard,COFIDIS,1999-06-01,FRA,France,Europe,FRA,France,Europe
2025-07-24,19,223,148,11758,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Magnus Cort Nielsen,UNO-X MOBILITY,1993-01-16,DEN,Denmark,Europe,NOR,Norway,Europe
2025-07-24,19,197,149,11761,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Tim Naberman,TEAM PICNIC POSTNL,1999-05-11,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-24,19,86,150,11764,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Toms Skujins,LIDL-TREK,1991-06-15,LAT,Latvia,Europe,USA,United States of America,North America
2025-07-24,19,24,151,11764,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Tim Merlier,SOUDAL QUICK-STEP,1992-10-30,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-24,19,41,152,11780,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Biniam Girmay,INTERMARCHÉ - WANTY,2000-04-02,ERI,Eritrea,Africa,BEL,Belgium,Europe
2025-07-24,19,44,153,11780,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Hugo Page,INTERMARCHÉ - WANTY,2001-07-24,FRA,France,Europe,BEL,Belgium,Europe
2025-07-24,19,53,154,11780,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Kamil Gradek,BAHRAIN VICTORIOUS,1990-09-17,POL,Poland,Europe,BRN,Bahrain,Asia
2025-07-24,19,127,155,11782,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Elmar Reinders,TEAM JAYCO ALULA,1992-03-14,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-24,19,124,156,11782,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Dylan Groenewegen,TEAM JAYCO ALULA,1993-06-21,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-24,19,211,157,11795,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Arnaud De Lie,LOTTO,2002-03-16,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-24,19,56,158,11807,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Matej Mohoric,BAHRAIN VICTORIOUS,1994-10-19,SLO,Slovenia,Europe,BRN,Bahrain,Asia
2025-07-24,19,82,159,11836,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Simone Consonni,LIDL-TREK,1994-09-12,ITA,Italy,Europe,USA,United States of America,North America
2025-07-24,19,73,160,11836,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Jordi Meeus,RED BULL - BORA - HANSGROHE,1998-07-01,BEL,Belgium,Europe,GER,Germany,Europe
2025-07-24,19,88,161,11888,0,0,Gap,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,128,mountain,Edward Theuns,LIDL-TREK,1991-04-30,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-25,20,103,1,14769,10,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Kaden Groves,ALPECIN-DECEUNINCK,1998-12-23,AUS,Australia,Oceania,BEL,Belgium,Europe
2025-07-25,20,198,2,14823,6,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Frank Van Den Broek,TEAM PICNIC POSTNL,2000-12-28,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,23,3,14828,4,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Pascal Eenkhoorn,SOUDAL QUICK-STEP,1997-02-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-25,20,178,4,14833,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Simone Velasco,XDS ASTANA TEAM,1995-12-02,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-25,20,94,5,14833,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Romain Gregoire,GROUPAMA-FDJ,2003-01-21,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,208,6,14833,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jake Stewart,ISRAEL - PREMIER TECH,1999-10-02,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-25,20,186,7,14833,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jordan Jegat,TOTALENERGIES,1999-06-07,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,7,8,14833,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Tim Wellens,UAE TEAM EMIRATES XRG,1991-05-10,BEL,Belgium,Europe,UAE,United Arab Emirates,Asia
2025-07-25,20,15,9,14833,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Matteo Jorgenson,TEAM VISMA | LEASE A BIKE,1999-07-01,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,36,10,14833,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Harrison Sweeny,EF EDUCATION - EASYPOST,1998-07-09,AUS,Australia,Oceania,USA,United States of America,North America
2025-07-25,20,118,11,14890,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Matteo Trentin,TUDOR PRO CYCLING TEAM,1989-08-02,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-25,20,133,12,14994,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Ewen Costiou,ARKEA-B&B HOTELS,2002-11-10,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,172,13,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Davide Ballerini,XDS ASTANA TEAM,1994-09-21,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-25,20,177,14,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Mike Teunissen,XDS ASTANA TEAM,1992-08-25,NED,"Netherlands, Kingdom of the",Europe,KAZ,Kazakhstan,Asia
2025-07-25,20,222,15,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jonas Abrahamsen,UNO-X MOBILITY,1995-09-20,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-25,20,187,16,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Anthony Turgis,TOTALENERGIES,1994-05-16,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,42,17,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Louis Barre,INTERMARCHÉ - WANTY,2000-04-06,FRA,France,Europe,BEL,Belgium,Europe
2025-07-25,20,104,18,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Xandro Meurisse,ALPECIN-DECEUNINCK,1992-01-31,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,184,19,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Thomas Gachignard,TOTALENERGIES,2000-08-17,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,136,20,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Mathis Le Berre,ARKEA-B&B HOTELS,2001-04-16,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,205,21,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Matis Louvel,ISRAEL - PREMIER TECH,1999-07-19,FRA,France,Europe,ISR,Israel,Asia
2025-07-25,20,75,22,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Laurence Pithie,RED BULL - BORA - HANSGROHE,2002-07-17,NZL,New Zealand,Oceania,GER,Germany,Europe
2025-07-25,20,72,23,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Florian Lipowitz,RED BULL - BORA - HANSGROHE,2000-09-21,GER,Germany,Europe,GER,Germany,Europe
2025-07-25,20,221,24,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Tobias Johannessen,UNO-X MOBILITY,1999-08-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-25,20,131,25,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Kévin Vauquelin,ARKEA-B&B HOTELS,2001-04-26,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,225,26,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Markus Hoelgaard,UNO-X MOBILITY,1994-10-04,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-25,20,35,27,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Neilson Powless,EF EDUCATION - EASYPOST,1996-09-03,USA,United States of America,North America,USA,United States of America,North America
2025-07-25,20,31,28,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Ben Healy,EF EDUCATION - EASYPOST,2000-09-11,IRL,Ireland,Europe,USA,United States of America,North America
2025-07-25,20,26,29,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Maximilian Schachmann,SOUDAL QUICK-STEP,1994-01-09,GER,Germany,Europe,BEL,Belgium,Europe
